G4_5_2	49	1
G4_5_2	50	2
G4_5_2	51	4
G4_5_2	52	13
G4_7	46	19
G4_7	47	5
G4_7	48	3
G4_7	49	3
G4_7	50	3
G4_8a	52	6
G4_8b	52	9
G4_town	53	156
HideoutArcaneIsle	65	18
HideoutArenaIncursion	65	1
HideoutArenaKulemak	65	2
HideoutBeaconOfSalvation	60	4
HideoutBeaconOfSalvation	65	4798
HideoutBlankCrypt	65	3
HideoutBlankDesert2	65	1
HideoutBlankMountain	65	4
HideoutBlankUrban	65	6
HideoutCanal	65	301
HideoutChaos	65	2
HideoutColossalTitan	65	3
HideoutDreadnought	65	64
HideoutFelled	65	146
HideoutHourglass	65	6
HideoutLimestone	65	170
HideoutMonolith	65	3
HideoutRacetrack	65	42
HideoutSacrifice	65	37
HideoutShip	65	2
HideoutShipwreck	65	6
HideoutShoreline	65	285
HideoutShrine	65	114
HideoutSummit	65	86
HideoutTranscendent	65	1
HideoutTwisted	65	17
HideoutVampireManor	65	2
HideoutVerdant	65	2
IncursionHub	10	4
IncursionHub	18	2
IncursionHub	2	105
IncursionHub	20	2
IncursionHub	31	3
IncursionHub	36	2
IncursionHub	37	2
IncursionHub	49	4
IncursionHub	50	2
IncursionHub	52	2
IncursionHub	54	2
IncursionHub	55	1
IncursionHub	60	4
IncursionHub	64	3
IncursionHub	66	4
IncursionHub	67	5
IncursionHub	68	3
IncursionHub	70	5
IncursionHub	71	2
IncursionHub	72	5
IncursionHub	75	2
IncursionHub	78	6
IncursionHub	79	4
IncursionHub	80	20
IncursionHub	81	25
IncursionHub	82	4
IncursionHub	83	2
IncursionHubEndgame	67	2
IncursionHubEndgame	70	2
IncursionTemple	44	1
IncursionTemple	46	1
IncursionTemple	49	1
IncursionTemple	54	1
IncursionTemple	59	2
IncursionTemple	62	1
IncursionTemple	68	4
IncursionTemple	69	2
IncursionTemple	71	2
IncursionTemple	72	1
IncursionTemple	74	2
IncursionTemple	75	1
IncursionTemple	77	1
IncursionTemple	80	7
IncursionTemple	81	104
IncursionTemplePresent	11	1
IncursionTemplePresent	16	1
IncursionTemplePresent	19	1
IncursionTemplePresent	29	1
IncursionTemplePresent	31	1
IncursionTemplePresent	32	1
IncursionTemplePresent	9	1
Map_HildaCampsite	65	5
MapAbyss	80	8
MapAbyss_NoBoss	78	1
MapAbyss_NoBoss	79	4
MapAbyss_NoBoss	80	4
MapAlpineRidge	76	2
MapAlpineRidge	77	3
MapAlpineRidge	79	6
MapAlpineRidge	80	4
MapAlpineRidge_NoBoss	73	2
MapAlpineRidge_NoBoss	79	1
MapAridPlains	65	1
MapAridPlains	69	1
MapAridPlains	71	5
MapAridPlains	79	2
MapAugury	71	2
MapAugury	72	2
MapAugury	73	1
MapAugury	74	2
MapAugury	75	1
MapAugury	76	1
MapAugury	78	1
MapAugury	79	24
MapAugury	80	5
MapAugury	81	1
MapAugury_NoBoss	69	1
MapAugury_NoBoss	70	1
MapAugury_NoBoss	72	1
MapAugury_NoBoss	74	2
MapAugury_NoBoss	76	1
MapAugury_NoBoss	79	3
MapAugury_NoBoss	80	3
MapAzmerianRanges	70	1
MapAzmerianRanges	78	1
MapAzmerianRanges	79	14
MapAzmerianRanges	80	6
MapAzmerianRanges	81	1
MapBackwash	66	2
MapBackwash	68	1
MapBackwash	70	2
MapBackwash	71	2
MapBackwash	72	2
MapBackwash	75	5
MapBackwash	77	3
MapBackwash	78	5
MapBackwash	79	16
MapBackwash	80	3
MapBackwash_NoBoss	68	1
MapBackwash_NoBoss	79	2
MapBackwash_NoBoss	81	1
MapBastille	65	1
MapBastille	66	2
MapBastille	71	3
MapBastille	72	4
MapBastille	74	1
MapBastille	77	1
MapBastille	78	9
MapBastille	79	19
MapBastille	80	11
MapBloodwood	65	5
MapBloodwood	66	1
MapBloodwood	67	6
MapBloodwood	68	5
MapBloodwood	75	1
MapBloodwood	77	2
MapBloodwood	78	1
MapBloodwood	79	19
MapBloodwood	80	5
MapBloodwood_NoBoss	79	1
MapBloodwood_NoBoss	80	1
MapBloomingField	65	2
MapBloomingField	66	3
MapBloomingField	67	6
MapBloomingField	68	1
MapBloomingField	71	4
MapBloomingField	78	3
MapBloomingField	79	21
MapBloomingField	80	16
MapBloomingField	81	1
MapBloomingField_NoBoss	79	3
MapBloomingField_NoBoss	80	4
MapBluff	65	1
MapBluff	66	3
MapBluff	68	1
MapBluff	72	2
MapBluff	74	3
MapBluff	76	1
MapBluff	78	9
MapBluff	79	42
MapBluff	80	18
MapBluff_NoBoss	65	1
MapBluff_NoBoss	70	2
MapBluff_NoBoss	79	6
MapBurialBog	67	1
MapBurialBog	68	2
MapBurialBog	69	1
MapBurialBog	74	3
MapBurialBog	77	1
MapBurialBog	78	1
MapBurialBog	79	15
MapBurialBog	80	5
MapBurialBog	81	2
MapBurialBog_NoBoss	68	2
MapBurialBog_NoBoss	79	4
MapBurialBog_NoBoss	80	1
MapCaldera	72	1
MapCaldera	77	1
MapCaldera	78	1
MapCaldera	79	9
MapCaldera	80	5
MapCanyon	66	4
MapCanyon	70	2
MapCanyon	71	2
MapCanyon	75	2
MapCanyon	77	7
MapCanyon	78	9
MapCanyon	79	17
MapCanyon	80	12
MapCanyon	81	2
MapCanyon	82	2
MapCavernCity	79	5
MapCavernCity	80	1
MapCavernCity	81	1
MapCenotes	65	1
MapCenotes	66	3
MapCenotes	71	3
MapCenotes	76	4
MapCenotes	77	2
MapCenotes	78	3
MapCenotes	79	20
MapCenotes	80	3
MapChannel	70	1
MapChannel	71	1
MapChannel	75	2
MapChannel	77	1
MapChannel	78	1
MapChannel	79	23
MapChannel	80	7
MapCliffside	68	1
MapCliffside	70	3
MapCliffside	77	1
MapCliffside	79	7
MapCreek	65	2
MapCreek	69	3
MapCreek	73	1
MapCreek	77	2
MapCreek	78	3
MapCreek	79	14
MapCreek	80	5
MapCrimsonShores	65	2
MapCrimsonShores	66	1
MapCrimsonShores	69	1
MapCrimsonShores	76	2
MapCrimsonShores	78	1
MapCrimsonShores	79	12
MapCrimsonShores	80	13
MapCrimsonShores_NoBoss	79	1
MapCrimsonShores_NoBoss	80	3
MapCrypt	65	1
MapCrypt	68	2
MapCrypt	72	4
MapCrypt	73	2
MapCrypt	75	4
MapCrypt	78	3
MapCrypt	79	35
MapCrypt	80	9
MapCrypt_NoBoss	78	1
MapCrypt_NoBoss	79	5
MapCrypt_NoBoss	80	4
MapDecay	65	4
MapDecay	66	4
MapDecay	69	2
MapDecay	71	2
MapDecay	76	2
MapDecay	77	2
MapDecay	78	6
MapDecay	79	20
MapDecay	80	2
MapDecay	82	1
MapDecay_NoBoss	65	3
MapDecay_NoBoss	76	1
MapDecay_NoBoss	79	14
MapDecay_NoBoss	80	7
MapDecay_NoBoss	81	1
MapDeforestation	69	2
MapDeforestation	76	1
MapDeforestation	79	6
MapDerelictMansion	70	3
MapDerelictMansion	77	1
MapDerelictMansion	79	2
MapDerelictMansion	80	2
MapDerelictMansion	81	4
MapDeserted	65	1
MapDeserted	66	1
MapDeserted	67	2
MapDeserted	68	2
MapDeserted	71	2
MapDeserted	75	1
MapDeserted	78	2
MapDeserted	79	27
MapDeserted	80	10
MapDeserted_NoBoss	68	1
MapDeserted_NoBoss	79	3
MapDeserted_NoBoss	80	1
MapEpitaph	67	1
MapEpitaph	68	2
MapEpitaph	72	1
MapEpitaph	74	1
MapEpitaph	77	1
MapEpitaph	78	1
MapEpitaph	79	20
MapEpitaph	80	5
MapEpitaph	81	1
MapExcavation	66	1
MapExcavation	68	1
MapExcavation	70	3
MapExcavation	71	6
MapExcavation	72	6
MapExcavation	76	3
MapExcavation	77	2
MapExcavation	78	9
MapExcavation	79	9
MapExcavation	80	5
MapExcavation	81	1
MapFlotsam	70	3
MapFlotsam	72	1
MapFlotsam	76	1
MapFlotsam	78	2
MapFlotsam	79	12
MapFlotsam	80	5
MapFlotsam	81	1
MapForge	68	5
MapForge	69	5
MapForge	70	1
MapForge	71	3
MapForge	72	2
MapForge	78	4
MapForge	79	18
MapForge	80	12
MapForge_NoBoss	79	7
MapForge_NoBoss	80	4
MapFortress	65	2
MapFortress	66	2
MapFortress	71	1
MapFortress	72	1
MapFortress	73	2
MapFortress	75	2
MapFortress	78	1
MapFortress	79	6
MapFortress	80	7
MapFortress	82	2
MapFortress_NoBoss	69	2
MapFortress_NoBoss	80	3
MapFrozenFalls	77	1
MapFrozenFalls	78	3
MapFrozenFalls	79	9
MapFrozenFalls	80	4
MapFrozenFalls_NoBoss	79	6
MapGreenhouse	66	2
MapGreenhouse	71	1
MapGreenhouse	79	9
MapGrimhaven	68	3
MapGrimhaven	77	3
MapGrimhaven	79	11
MapGrimhaven	80	10
MapGrimhaven	82	1
MapHeadland	66	1
MapHeadland	71	4
MapHeadland	72	5
MapHeadland	76	4
MapHeadland	78	3
MapHeadland	79	11
MapHeadland	80	3
MapHiddenGrotto	65	2
MapHiddenGrotto	66	2
MapHiddenGrotto	72	2
MapHiddenGrotto	75	2
MapHiddenGrotto	77	1
MapHiddenGrotto	78	5
MapHiddenGrotto	79	23
MapHiddenGrotto	80	4
MapHiddenGrotto	81	1
MapHiddenGrotto_NoBoss	65	2
MapHiddenGrotto_NoBoss	69	2
MapHiddenGrotto_NoBoss	74	2
MapHiddenGrotto_NoBoss	79	3
MapHiddenGrotto_NoBoss	80	4
MapHiddenGrotto_NoBoss	81	1
MapHideoutCanal_Claimable	79	1
MapHideoutFelled_Claimable	65	6
MapHideoutFelled_Claimable	70	1
MapHideoutLimestone_Claimable	79	2
MapHideoutShoreline_Claimable	46	2
MapHideoutShrine_Claimable	79	2
MapHive	65	2
MapHive	67	4
MapHive	68	2
MapHive	72	3
MapHive	76	1
MapHive	79	12
MapHive	80	7
MapHive_NoBoss	79	5
MapHive_NoBoss	80	5
MapIceCave	65	1
MapIceCave	66	2
MapIceCave	72	1
MapIceCave	75	2
MapIceCave	79	8
MapIceCave	80	4
MapIceCave	81	3
MapLoftySummit	69	1
MapLoftySummit	71	3
MapLoftySummit	72	3
MapLoftySummit	73	1
MapLoftySummit	79	8
MapLoftySummit	80	4
MapLoftySummit	81	2
MapLoftySummit_NoBoss	79	1
MapLoftySummit_NoBoss	80	1
MapLostTowers	65	2
MapLostTowers	72	1
MapLostTowers	78	4
MapLostTowers	79	22
MapLostTowers	80	13
MapLostTowers	81	1
MapLostTowers_NoBoss	79	8
MapMarrow	70	1
MapMarrow	72	2
MapMarrow	73	1
MapMarrow	78	1
MapMarrow	79	17
MapMarrow	80	8
MapMesa	66	3
MapMesa	75	1
MapMesa	77	4
MapMesa	78	3
MapMesa	79	23
MapMesa	80	24
MapMesa_NoBoss	79	4
MapMesa_NoBoss	80	1
MapMineshaft	67	5
MapMineshaft	72	2
MapMineshaft	74	1
MapMineshaft	77	1
MapMineshaft	78	1
MapMineshaft	79	29
MapMineshaft	80	3
MapMire	65	3
MapMire	66	2
MapMire	75	1
MapMire	78	2
MapMire	79	20
MapMire	80	7
MapMire_NoBoss	72	4
MapMire_NoBoss	76	1
MapMire_NoBoss	79	1
MapMire_NoBoss	80	1
MapMire_NoBoss	81	1
MapMortuary	80	1
MapMothersoul_Female_Quest	79	2
MapMothersoul_Male_Quest	79	1
MapNecropolis	66	1
MapNecropolis	77	4
MapNecropolis	79	11
MapNecropolis	80	8
MapNecropolis	81	2
MapOasis	66	2
MapOasis	71	3
MapOasis	76	1
MapOasis	78	3
MapOasis	79	21
MapOasis	80	6
MapOasis	81	2
MapOasis_NoBoss	79	6
MapOrnateChambers	66	1
MapOrnateChambers	71	2
MapOrnateChambers	72	1
MapOrnateChambers	74	1
MapOrnateChambers	76	1
MapOrnateChambers	78	3
MapOrnateChambers	79	18
MapOrnateChambers	80	4
MapOvergrown	66	1
MapOvergrown	67	3
MapOvergrown	69	1
MapOvergrown	70	1
MapOvergrown	72	2
MapOvergrown	74	1
MapOvergrown	75	3
MapOvergrown	78	1
MapOvergrown	79	18
MapOvergrown	80	3
MapOvergrown	81	2
MapPenitentiary	67	2
MapPenitentiary	72	3
MapPenitentiary	78	6
MapPenitentiary	79	15
MapPenitentiary	80	11
MapPit	69	1
MapPit	71	1
MapPit	79	5
MapPlantation	70	3
MapPlantation	72	4
MapPlantation	73	3
MapPlantation	75	2
MapPlantation	77	3
MapPlantation	79	5
MapPort	66	1
MapPort	71	2
MapPort	78	2
MapPort	79	2
MapPort	80	1
MapRavine	65	4
MapRavine	74	1
MapRavine	77	5
MapRavine	78	2
MapRavine	79	19
MapRavine	80	4
MapRazedFields	65	2
MapRazedFields	69	2
MapRazedFields	70	2
MapRazedFields	71	1
MapRazedFields	72	5
MapRazedFields	74	3
MapRazedFields	75	1
MapRazedFields	77	1
MapRazedFields	78	3
MapRazedFields	79	13
MapRazedFields	80	11
MapRazedFields	81	1
MapReservoir	66	4
MapReservoir	71	1
MapReservoir	72	1
MapReservoir	78	3
MapReservoir	79	4
MapRiverhold	66	1
MapRiverhold	78	3
MapRiverhold	79	14
MapRiverhold	80	8
MapRiverside	66	1
MapRiverside	69	2
MapRiverside	71	1
MapRiverside	75	1
MapRiverside	78	3
MapRiverside	79	18
MapRiverside	80	8
MapRiverside	81	2
MapRiverside_NoBoss	69	1
MapRiverside_NoBoss	70	1
MapRiverside_NoBoss	79	1
MapRiverside_NoBoss	80	3
MapRockpools	69	1
MapRockpools	75	2
MapRockpools	79	4
MapRockpools	80	2
MapRugosa	65	1
MapRugosa	67	4
MapRugosa	69	1
MapRugosa	78	2
MapRugosa	79	10
MapRugosa	80	8
MapRupture	65	3
MapRupture	66	2
MapRupture	68	4
MapRupture	74	2
MapRupture	77	2
MapRupture	78	2
MapRupture	79	2
MapRupture	80	3
MapRustbowl	65	3
MapRustbowl	66	6
MapRustbowl	68	1
MapRustbowl	71	3
MapRustbowl	72	4
MapRustbowl	73	1
MapRustbowl	77	1
MapRustbowl	78	2
MapRustbowl	79	29
MapRustbowl	80	34
MapRustbowl	81	5
MapRustbowl_NoBoss	71	1
MapRustbowl_NoBoss	79	1
MapRustbowl_NoBoss	80	4
MapSanctuary	71	2
MapSanctuary	77	2
MapSanctuary	79	2
MapSandspit	66	1
MapSandspit	68	3
MapSandspit	74	1
MapSandspit	79	13
MapSandspit	80	4
MapSandspit_NoBoss	68	2
MapSandspit_NoBoss	79	4
MapSavanna	65	2
MapSavanna	70	3
MapSavanna	71	3
MapSavanna	72	1
MapSavanna	74	2
MapSavanna	75	1
MapSavanna	76	4
MapSavanna	77	1
MapSavanna	78	4
MapSavanna	79	33
MapSavanna	80	28
MapSavanna	81	3
MapSavanna_NoBoss	68	2
MapSavanna_NoBoss	72	3
MapSavanna_NoBoss	79	11
MapSeepage	66	2
MapSeepage	67	3
MapSeepage	70	3
MapSeepage	71	2
MapSeepage	72	2
MapSeepage	73	2
MapSeepage	75	2
MapSeepage	77	2
MapSeepage	78	3
MapSeepage	79	30
MapSeepage	80	8
MapSeepage	81	5
MapSeepage_NoBoss	68	1
MapSeepage_NoBoss	69	2
MapSeepage_NoBoss	71	2
MapSeepage_NoBoss	72	1
MapSeepage_NoBoss	79	6
MapSevenWaters	65	6
MapSevenWaters	70	1
MapSevenWaters	71	2
MapSevenWaters	72	2
MapSevenWaters	73	2
MapSevenWaters	75	1
MapSevenWaters	76	4
MapSevenWaters	77	1
MapSevenWaters	78	1
MapSevenWaters	79	6
MapSevenWaters	80	9
MapSinkhole	65	5
MapSinkhole	66	1
MapSinkhole	70	5
MapSinkhole	71	1
MapSinkhole	72	1
MapSinkhole	77	1
MapSinkhole	79	13
MapSinkhole	80	2
MapSinterRift	71	3
MapSinterRift	72	5
MapSinterRift	75	1
MapSinterRift	79	1
MapSlash	71	2
MapSlash	78	2
MapSlash	79	9
MapSlick	65	4
MapSlick	66	1
MapSlick	69	3
MapSlick	70	4
MapSlick	71	1
MapSlick	77	6
MapSlick	79	19
MapSlick	80	14
MapSlick_NoBoss	68	2
MapSlick_NoBoss	69	4
MapSlick_NoBoss	80	3
MapSnowfall	69	1
MapSnowfall	70	1
MapSnowfall	71	1
MapSnowfall	80	2
MapSpiderWoods	65	2
MapSpiderWoods	70	1
MapSpiderWoods	76	1
MapSpiderWoods	78	2
MapSpiderWoods	79	11
MapSpiderWoods	80	2
MapSpiderWoods	81	2
MapSpiderWoods_NoBoss	79	1
MapSpring_	66	1
MapSpring_	68	4
MapSpring_	70	1
MapSpring_	71	2
MapSpring_	73	1
MapSpring_	76	1
MapSpring_	78	2
MapSpring_	79	23
MapSpring_	80	4
MapSpring_	81	1
MapSteamingSprings	66	6
MapSteamingSprings	69	5
MapSteamingSprings	71	2
MapSteamingSprings	72	3
MapSteamingSprings	73	1
MapSteamingSprings	74	3
MapSteamingSprings	77	2
MapSteamingSprings	79	13
MapSteamingSprings	80	6
MapSteamingSprings	81	1
MapSteamingSprings_NoBoss	68	2
MapSteamingSprings_NoBoss	69	2
MapSteamingSprings_NoBoss	72	1
MapSteamingSprings_NoBoss	73	1
MapSteamingSprings_NoBoss	78	1
MapSteamingSprings_NoBoss	79	8
MapSteamingSprings_NoBoss	80	2
MapSteppe	67	2
MapSteppe	70	2
MapSteppe	71	2
MapSteppe	76	3
MapSteppe	78	2
MapSteppe	79	20
MapSteppe	80	7
MapSteppe_NoBoss	65	3
MapSteppe_NoBoss	72	1
MapSteppe_NoBoss	79	8
MapSteppe_NoBoss	80	3
MapStronghold	66	5
MapStronghold	74	2
MapStronghold	79	5
MapStronghold	80	2
MapSulphuricCaverns	65	2
MapSulphuricCaverns	71	1
MapSulphuricCaverns	72	1
MapSulphuricCaverns	76	1
MapSulphuricCaverns	77	1
MapSulphuricCaverns	78	1
MapSulphuricCaverns	79	19
MapSulphuricCaverns	80	13
MapSulphuricCaverns_NoBoss	72	2
MapSulphuricCaverns_NoBoss	79	4
MapSulphuricCaverns_NoBoss	80	2
MapSump	65	1
MapSump	71	2
MapSump	78	1
MapSump	79	13
MapSump	80	4
MapSump	81	1
MapSump_NoBoss	74	1
MapSump_NoBoss	79	1
MapSump_NoBoss	80	4
MapSunTemple	65	2
MapSunTemple	77	3
MapSunTemple	78	4
MapSunTemple	79	11
MapSunTemple	80	6
MapSwampTower	65	1
MapSwampTower	66	1
MapSwampTower	68	1
MapSwampTower	69	1
MapSwampTower	71	2
MapSwampTower	76	1
MapSwampTower	78	2
MapSwampTower	79	7
MapSwampTower	80	13
MapSwampTower	81	2
MapSwampTower_NoBoss	73	1
MapSwampTower_NoBoss	74	2
MapSwampTower_NoBoss	77	1
MapSwampTower_NoBoss	79	3
MapTrenches	65	1
MapTrenches	72	2
MapTrenches	75	4
MapTrenches	77	1
MapTrenches	78	1
MapTrenches	79	17
MapTrenches	80	1
MapTrenches_Noboss	72	2
MapTrenches_Noboss	79	2
MapTrenches_Noboss	81	1
MapUberBoss_CopperCitadel	79	3
MapUberBoss_CopperCitadel	80	4
MapUberBoss_CopperCitadel	81	2
MapUberBoss_Delirium	79	8
MapUberBoss_Divinity	79	2
MapUberBoss_Divinity	82	1
MapUberBoss_FallenStar	79	10
MapUberBoss_IronCitadel	79	1
MapUberBoss_IronCitadel	80	7
MapUberBoss_IronCitadel	81	3
MapUberBoss_IronCitadel_Quest	77	11
MapUberBoss_IronCitadel_Quest	79	20
MapUberBoss_JadeCitadel	75	2
MapUberBoss_JadeCitadel	79	1
MapUberBoss_JadeCitadel	80	3
MapUberBoss_Monolith	74	13
MapUberBoss_Monolith	82	54
MapUberBoss_Ritual	79	6
MapUberBoss_Ritual	80	1
MapUberBoss_StoneCitadel	79	13
MapUberBoss_StoneCitadel	80	7
MapUberBoss_StoneCitadel	81	2
MapUberBoss_StoneCitadel_Quest	79	3
MapUniqueCastaway	78	2
MapUniqueCastaway	79	25
MapUniqueInitialTower	65	3
MapUniqueInitialTower	66	2
MapUniqueLake	66	1
MapUniqueLake	78	1
MapUniqueLake	79	15
MapUniqueLake	80	2
MapUniqueMegalith	78	1
MapUniqueMegalith	79	7
MapUniqueMegalith	80	4
MapUniqueMerchant03_Raft	66	2
MapUniqueMerchant03_Raft	75	1
MapUniqueMerchant03_Raft	78	3
MapUniqueMerchant03_Raft	79	17
MapUniqueMerchant03_Raft	80	1
MapUniqueReactor_01	74	2
MapUniqueReactor_01	75	1
MapUniqueReactor_01	78	1
MapUniqueReactor_01	79	1
MapUniqueReactor_02	66	3
MapUniqueReactor_03	69	1
MapUniqueReactor_03	79	1
MapUniqueReactor_04	65	1
MapUniqueSelenite	79	15
MapUniqueSelenite	80	2
MapUniqueUntaintedParadise	73	2
MapUniqueUntaintedParadise	74	2
MapUniqueUntaintedParadise	79	18
MapUniqueUntaintedParadise	80	2
MapUniqueVault	79	1
MapUniqueWildwood	65	1
MapUniqueWildwood	79	10
MapVaalCity	78	1
MapVaalCity	79	23
MapVaalCity	80	7
MapVaalFactory	65	4
MapVaalFactory	70	1
MapVaalFactory	71	3
MapVaalFactory	77	1
MapVaalFactory	78	1
MapVaalFactory	79	20
MapVaalFactory	80	13
MapVaalFactory_NoBoss	68	1
MapVaalFactory_NoBoss	75	1
MapVaalFactory_NoBoss	76	2
MapVaalFactory_NoBoss	79	5
